freq,ref_area,indicator,unit_mult,base_year,time_format,time_period,obs_value
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2006-Q3,92.7939689414585
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2006-Q4,93.4097175627234
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2007-Q1,94.218847644721
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2007-Q2,94.7728320829455
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2007-Q3,95.0923073122572
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2007-Q4,96.0203024991691
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2008-Q1,96.8694471923843
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2008-Q2,97.8582320027225
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2008-Q3,98.564532675639
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2008-Q4,98.4070033022422
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2009-Q1,100.342297087956
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2009-Q2,99.5593495977565
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2009-Q3,99.1741312813901
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2009-Q4,99.5615942986393
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2010-Q1,99.3810843797288
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2010-Q2,99.604072335675
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2010-Q3,100.092464850108
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2010-Q4,100.922378434489
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2011-Q1,101.544952806936
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2011-Q2,102.469908840596
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2011-Q3,103.017698254614
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2011-Q4,103.402327124021
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2012-Q1,104.816358600307
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2012-Q2,105.348228951073
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2012-Q3,105.982525619151
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2012-Q4,106.391588152554
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2013-Q1,107.56798734695
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2013-Q2,108.189779318447
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2013-Q3,108.562840074887
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2013-Q4,109.016479090383
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2014-Q1,109.635082648248
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2014-Q2,109.949930113918
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2014-Q3,110.346436075658
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2014-Q4,110.537055272466
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2015-Q1,111.60531983803
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2015-Q2,111.88799871635
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2015-Q3,112.12399323244
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2015-Q4,112.040342449045
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2016-Q1,111.842467113523
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2016-Q2,111.91143592986
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2016-Q3,112.184410259318
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2016-Q4,111.969130598922
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2017-Q1,112.710688353193
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2017-Q2,112.575612021904
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2017-Q3,112.836847502084
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2017-Q4,113.517163913295
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2018-Q1,114.132669924576
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2018-Q2,114.615609231708
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2018-Q3,115.503024586366
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2018-Q4,116.37571140516
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2019-Q1,116.300138038882
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2019-Q2,116.555294370232
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2019-Q3,116.949902696693
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2019-Q4,117.642423910731
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2020-Q1,118.984549053635
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2020-Q2,119.279562317868
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2020-Q3,118.526107136479
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2020-Q4,118.338464785261
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2021-Q1,119.577296301795
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2021-Q2,120.977640954423
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2021-Q3,122.112505656855
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2021-Q4,123.924399124918
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2022-Q1,125.536772229794
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2022-Q2,127.06711493324
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2022-Q3,129.126595453522
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2022-Q4,131.489686288393
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2023-Q1,132.565706966712
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2023-Q2,133.069347663879
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2023-Q3,133.793149409034
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2023-Q4,133.863062695717
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2024-Q1,135.422081290611
Q,FI,NGDP_D_SA_IX,0,2010,P3M,2024-Q2,135.399092037627
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1996-Q1,72.30256227355
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1996-Q2,72.8239316346173
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1996-Q3,73.1683344530946
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1996-Q4,73.7281634750091
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1997-Q1,74.5045843495338
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1997-Q2,74.5841717072017
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1997-Q3,75.1727144202837
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1997-Q4,75.179224635307
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1998-Q1,76.0173831520731
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1998-Q2,76.5557439567264
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1998-Q3,76.5456520252325
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1998-Q4,77.4286829651007
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1999-Q1,77.5693083268665
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1999-Q2,77.6344985722895
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1999-Q3,77.7800217996812
Q,IT,NGDP_D_SA_IX,0,2010,P3M,1999-Q4,78.0852735145523
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2000-Q1,78.637029444916
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2000-Q2,78.8296775076006
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2000-Q3,79.2946634280433
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2000-Q4,79.7622903672513
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2001-Q1,80.4663177411324
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2001-Q2,81.1817522284677
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2001-Q3,81.9569241496844
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2001-Q4,82.642222522516
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2002-Q1,83.5031209544117
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2002-Q2,83.9254074434712
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2002-Q3,84.7086658890604
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2002-Q4,84.8798501338123
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2003-Q1,85.8704926343518
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2003-Q2,86.6510917683707
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2003-Q3,87.8351785848417
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2003-Q4,87.3441044393133
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2004-Q1,87.8936976439197
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2004-Q2,89.0761301968643
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2004-Q3,89.5914114129195
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2004-Q4,90.2899769082264
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2005-Q1,90.5618143200353
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2005-Q2,90.5530008259435
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2005-Q3,91.0562686299937
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2005-Q4,92.0990459421034
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2006-Q1,92.0522972980024
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2006-Q2,93.1187647332582
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2006-Q3,93.5174862513847
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2006-Q4,93.6320782204676
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2007-Q1,94.2324845344419
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2007-Q2,94.8044403103643
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2007-Q3,95.7266108527888
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2007-Q4,96.7564826689325
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2008-Q1,96.532385687729
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2008-Q2,97.8756748902293
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2008-Q3,98.0376295933053
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2008-Q4,98.287904451107
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2009-Q1,99.1098180486168
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2009-Q2,99.322015111274
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2009-Q3,99.5639018336677
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2009-Q4,99.6276722258463
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2010-Q1,99.6092139685826
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2010-Q2,100.033712845429
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2010-Q3,100.055749327732
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2010-Q4,100.301323858256
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2011-Q1,101.41608756588
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2011-Q2,101.327263055035
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2011-Q3,101.824879161772
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2011-Q4,102.357284299401
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2012-Q1,103.076985777796
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2012-Q2,103.203748128432
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2012-Q3,103.663854943343
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2012-Q4,103.908171188118
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2013-Q1,103.858584179338
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2013-Q2,104.691204350715
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2013-Q3,104.861598075229
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2013-Q4,105.087016864463
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2014-Q1,105.309392103679
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2014-Q2,105.503258982629
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2014-Q3,105.488679204345
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2014-Q4,105.977966904414
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2015-Q1,106.110525293805
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2015-Q2,106.348644094751
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2015-Q3,106.671740303219
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2015-Q4,106.452615055472
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2016-Q1,107.656256825306
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2016-Q2,107.631746990723
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2016-Q3,107.784450296621
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2016-Q4,107.827658247855
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2017-Q1,108.00047306552
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2017-Q2,108.392933472312
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2017-Q3,108.491166644882
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2017-Q4,109.056680107868
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2018-Q1,109.579583181259
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2018-Q2,109.562504644037
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2018-Q3,109.662095749944
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2018-Q4,109.789384674164
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2019-Q1,110.181626678886
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2019-Q2,110.375065648216
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2019-Q3,111.035327034841
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2019-Q4,111.598080918595
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2020-Q1,111.38541570859
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2020-Q2,113.024387082097
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2020-Q3,112.619136160768
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2020-Q4,113.196899046029
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2021-Q1,112.859179470558
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2021-Q2,113.690836081492
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2021-Q3,114.42083689271
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2021-Q4,114.903537157324
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2022-Q1,116.225812753345
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2022-Q2,117.53727059508
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2022-Q3,118.109730826551
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2022-Q4,120.263543276407
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2023-Q1,123.290480096898
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2023-Q2,124.930669969525
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2023-Q3,125.518971730379
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2023-Q4,125.898027514773
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2024-Q1,126.614185226587
Q,IT,NGDP_D_SA_IX,0,2010,P3M,2024-Q2,126.705656427749
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1993-Q1,73.1517480949586
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1993-Q2,73.1075095038367
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1993-Q3,74.1219477681729
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1993-Q4,74.5211037155197
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1994-Q1,75.039520085159
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1994-Q2,75.202509442485
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1994-Q3,75.6332415436061
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1994-Q4,76.5034388414472
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1995-Q1,77.5943670032133
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1995-Q2,78.1781214983148
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1995-Q3,78.6248479136557
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1995-Q4,79.0390256326276
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1996-Q1,79.6192576477184
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1996-Q2,78.5556263358734
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1996-Q3,79.7818510220944
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1996-Q4,78.8623302802904
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1997-Q1,79.8477915629584
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1997-Q2,80.0136038764994
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1997-Q3,80.3084432198263
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1997-Q4,81.0643578131539
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1998-Q1,80.9198657039427
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1998-Q2,80.8455919291872
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1998-Q3,80.7978581421166
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1998-Q4,81.5374066527106
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1999-Q1,81.4412975240756
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1999-Q2,81.5462948449766
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1999-Q3,81.910581584845
Q,SE,NGDP_D_SA_IX,0,2010,P3M,1999-Q4,82.637806984657
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2000-Q1,82.5621471776743
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2000-Q2,82.8861141944911
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2000-Q3,83.4131705792202
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2000-Q4,83.6830764675505
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2001-Q1,84.3842681545829
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2001-Q2,85.5900309193606
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2001-Q3,85.0663204891809
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2001-Q4,85.9478938061489
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2002-Q1,86.0523432769216
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2002-Q2,86.282889751195
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2002-Q3,86.7796889661391
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2002-Q4,87.4617266320283
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2003-Q1,88.2853382293181
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2003-Q2,87.9655920135837
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2003-Q3,88.4266665037429
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2003-Q4,88.2854435436389
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2004-Q1,88.5036853980594
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2004-Q2,88.6535539656932
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2004-Q3,89.0603851019882
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2004-Q4,88.6539589178061
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2005-Q1,88.6745279552296
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2005-Q2,89.1034246334585
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2005-Q3,89.6163517113661
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2005-Q4,90.1038183121216
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2006-Q1,90.3402440855743
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2006-Q2,90.6881208451316
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2006-Q3,90.9987979562408
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2006-Q4,91.5838641488133
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2007-Q1,92.6510995507441
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2007-Q2,93.344597009587
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2007-Q3,93.2644227728293
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2007-Q4,94.7551187266172
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2008-Q1,95.4767853125208
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2008-Q2,95.7700971025696
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2008-Q3,96.6066925879276
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2008-Q4,98.8896875072674
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2009-Q1,98.7602049128186
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2009-Q2,98.4136619251854
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2009-Q3,99.0038511834237
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2009-Q4,99.5795261214249
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2010-Q1,100.269549180949
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2010-Q2,99.1495679979036
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2010-Q3,99.7392776905841
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2010-Q4,100.841605130563
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2011-Q1,101.036947175913
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2011-Q2,100.779279788741
Q,SE,NGDP_D_SA_IX,0,2010,P3M,2011-Q3,101.302427138732
